"","Species","Diel_activity","Habitat_breadth_IUCN","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Class","Order","Family","Genus","logBM","logLongevity","logClutchSize","Herbivore","Omnivore","Carnivore"
"365","Iduna caligata","Other",1.79175946922805,"0","0","1","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Acrocephalidae","Iduna",2.20552338015091,8.02680749506992,1.6094379124341,0,0,1
"366","Iduna pallida","Other",2.19722457733622,"1","1","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Acrocephalidae","Iduna",2.2082744135228,7.96744481010378,1.19392246847243,0,0,1
"367","Irania gutturalis","Other",2.19722457733622,"0","1","1","1","0","1","0","1","0","0","1","0","Aves","Passeriformes","Muscicapidae","Irania",3.07269331469012,8.12607419888194,1.44691898293633,0,0,1
"368","Ixobrychus minutus","Other",3.52636052461616,"1","0","0","1","1","0","0","0","0","0","1","0","Aves","Pelecaniformes","Ardeidae","Ixobrychus",4.63957161270542,7.83451620655631,1.52605630349505,0,0,1
"369","Jynx torquilla","Other",3.09104245335832,"1","1","1","1","0","0","0","0","0","1","1","0","Aves","Piciformes","Picidae","Jynx",3.57980845199637,8.20316714362485,2.14006616349627,0,0,1
"370","Lagopus lagopus","Other",1.6094379124341,"1","0","1","1","0","0","0","0","0","0","0","0","Aves","Galliformes","Phasianidae","Lagopus",6.37927471997743,8.09780662796703,2.19165353228676,1,0,0
"371","Lagopus muta","Other",0,"0","0","0","1","0","0","0","0","0","0","0","0","Aves","Galliformes","Phasianidae","Lagopus",6.28282733739934,7.70613461696234,1.94591014905531,1,0,0
"372","Lanius collurio","Other",2.56494935746154,"1","1","1","1","1","0","0","0","0","0","1","0","Aves","Passeriformes","Laniidae","Lanius",3.34814816057234,8.21146581067834,1.70474809223843,0,0,1
"373","Lanius excubitor","Other",4.18965474202643,"1","1","1","1","1","1","0","1","0","0","0","0","Aves","Passeriformes","Laniidae","Lanius",4.14962157771194,8.67940132262123,1.62924053973028,0,0,1
"374","Lanius meridionalis","Other",1.6094379124341,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Laniidae","Lanius",4.12616617454506,8.67940132262123,1.64865862558738,0,0,1
"375","Lanius minor","Other",2.39789527279837,"0","1","1","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Laniidae","Lanius",3.83945231259331,7.69234151985886,1.70474809223843,0,0,1
"376","Lanius nubicus","Other",2.30258509299405,"1","1","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Laniidae","Lanius",3.12015985192904,7.36845639874312,1.61938824328727,0,0,1
"377","Lanius senator","Other",2.63905732961526,"1","0","1","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Laniidae","Lanius",3.58310218495977,7.66417064289217,1.67709656090792,0,0,1
"378","Larus argentatus","Other",4.15888308335967,"0","0","0","0","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Laridae","Larus",6.99484081988822,9.79240234874143,1.02961941718116,0,0,1
"379","Larus armenicus","Other",2.99573227355399,"0","0","0","0","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Laridae","Larus",6.76733737150891,9.37229155098913,1.09861228866811,0,0,1
"380","Larus cachinnans","Other",3.91202300542815,"0","0","0","0","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Laridae","Larus",7.01381654905423,9.79240234874143,0.955511445027436,0,0,1
"381","Larus canus","Other",3.46573590279973,"0","0","0","1","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Laridae","Larus",6.02230893040296,9.41807948177973,1.09861228866811,0,0,1
"382","Larus fuscus","Other",3.71357206670431,"0","0","0","1","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Laridae","Larus",6.63641888506644,9.79240234874143,0.993251773010283,0,0,1
"383","Larus glaucoides","Other",4.06044301054642,"0","0","0","0","0","1","0","0","1","1","0","0","Aves","Charadriiformes","Laridae","Larus",6.84851469893786,9.61415411733512,0.914288729203482,0,0,1
"384","Larus hyperboreus","Other",2.94443897916644,"0","0","0","0","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Laridae","Larus",7.33239536647634,8.94906482464106,1.02961941718116,0,0,1
"385","Larus marinus","Other",3.13549421592915,"0","0","0","0","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Laridae","Larus",7.41101535603546,9.27360902467201,1.09861228866811,0,0,1
"386","Limicola falcinellus","Other",2.70805020110221,"0","0","0","0","1","0","0","0","0","1","1","0","Aves","Charadriiformes","Scolopacidae","Limicola",3.75067985501938,7.82239464805828,1.38629436111989,0,0,1
"387","Limosa lapponica","Other",2.484906649788,"0","0","0","0","1","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Limosa",5.70366946827122,9.39961188842046,1.38629436111989,0,0,1
"388","Limosa limosa","Other",2.39789527279837,"0","0","0","1","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Scolopacidae","Limosa",5.67332326717149,9.06112224043974,1.37371557891303,0,0,1
"389","Linaria cannabina","Other",2.30258509299405,"0","0","1","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Fringillidae","Linaria",2.97195174488859,8.143098544475,1.58923520511658,1,0,0
"390","Linaria flavirostris","Other",1.79175946922805,"0","0","1","1","0","1","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Linaria",2.80032547721138,7.70887082181007,1.70474809223843,0,0,1
"391","Locustella fluviatilis","Other",2.07944154167984,"1","1","1","1","1","0","0","0","0","0","0","0","Aves","Passeriformes","Locustellidae","Locustella",2.89175968317101,7.83451620655631,1.64865862558738,0,0,1
"392","Locustella lanceolata","Other",2.30258509299405,"0","0","1","1","1","0","0","0","0","0","1","0","Aves","Passeriformes","Locustellidae","Locustella",2.43798973000025,8.08892401321916,1.49290409617815,0,0,1
"393","Locustella luscinioides","Other",2.07944154167984,"1","1","1","0","1","0","0","0","0","0","1","0","Aves","Passeriformes","Locustellidae","Locustella",2.69124308278583,8.17784947604316,1.50407739677627,0,0,1
"394","Locustella naevia","Other",2.19722457733622,"0","0","1","1","1","0","0","0","0","0","1","0","Aves","Passeriformes","Locustellidae","Locustella",2.69799986524871,7.67835550925177,1.70474809223843,0,0,1
"395","Lophophanes cristatus","Other",1.6094379124341,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Paridae","Lophophanes",2.40243042796376,8.35158714874313,1.87180217690159,0,0,1
"396","Loxia curvirostra","Other",0.693147180559945,"1","0","0","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Fringillidae","Loxia",3.67630067190708,8.67836550463316,1.22377543162212,1,0,0
"397","Loxia leucoptera","Other",1.38629436111989,"1","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Loxia",3.35654862999327,7.2868764117507,1.32175583998232,1,0,0
"398","Loxia pytyopsittacus","Other",0.693147180559945,"1","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Loxia",3.97264762724458,7.69234151985886,1.25276296849537,1,0,0
"399","Loxia scotica","Other",0,"1","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Loxia",3.76514580956739,8.67836550463316,1.25276296849537,1,0,0
"400","Lullula arborea","Other",2.56494935746154,"1","0","1","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Alaudidae","Lullula",3.32593489716161,7.51001996306491,1.31774781858478,0,0,1
"401","Luscinia calliope","Other",2.484906649788,"1","0","1","0","1","0","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Luscinia",3.05163990549229,8.29295699200109,1.6094379124341,0,0,1
"402","Luscinia luscinia","Other",2.70805020110221,"1","0","1","1","1","0","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Luscinia",3.2188758248682,8.08850438882905,1.50407739677627,0,0,1
"403","Luscinia megarhynchos","Other",2.70805020110221,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Luscinia",2.99239320506438,8.2908728494417,1.56444054650336,0,0,1
"404","Luscinia svecica","Other",3.13549421592915,"1","0","1","1","1","0","0","0","0","1","1","0","Aves","Passeriformes","Muscicapidae","Luscinia",2.84665205053984,8.3356564465768,1.77495235091167,0,0,1
"405","Lymnocryptes minimus","Other",1.6094379124341,"0","0","0","1","1","0","0","0","0","1","1","0","Aves","Charadriiformes","Scolopacidae","Lymnocryptes",3.91601502669768,8.41288767460692,1.38629436111989,0,0,1
"406","Lyrurus mlokosiewiczi","Other",0.693147180559945,"1","0","0","1","0","0","0","0","0","0","0","0","Aves","Galliformes","Phasianidae","Lyrurus",6.70287518084705,8.76034890967998,1.79175946922805,1,0,0
"407","Lyrurus tetrix","Other",1.79175946922805,"1","0","1","1","1","0","0","0","0","0","1","0","Aves","Galliformes","Phasianidae","Lyrurus",6.98702845987664,8.40610787587253,2.07944154167984,1,0,0
"408","Marmaronetta angustirostris","Other",2.77258872223978,"0","0","0","0","1","0","0","0","0","1","1","0","Aves","Anseriformes","Anatidae","Marmaronetta",6.21160358940189,9.09347057484678,2.35137525716348,1,0,0
"409","Melanitta fusca","Other",2.19722457733622,"1","0","0","1","1","0","0","0","1","0","0","0","Aves","Anseriformes","Anatidae","Melanitta",7.47652051137596,8.96475154965672,2.13184837210594,0,0,1
"410","Melanitta nigra","Other",2.19722457733622,"0","0","1","0","1","0","0","0","1","0","0","0","Aves","Anseriformes","Anatidae","Melanitta",6.95854344581424,8.78631350537561,2.14006616349627,0,0,1
"411","Melanocorypha bimaculata","Other",1.6094379124341,"0","0","0","1","0","1","0","0","0","0","0","0","Aves","Passeriformes","Alaudidae","Melanocorypha",3.99452422693989,8.29122517062819,1.37624402526639,0,1,0
"412","Melanocorypha calandra","Other",2.07944154167984,"0","0","0","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Alaudidae","Melanocorypha",4.10511963539006,8.13484440098686,1.47017584510059,0,0,1
"413","Melanocorypha leucoptera","Other",1.6094379124341,"0","0","0","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Alaudidae","Melanocorypha",3.79380237404072,8.18112922516001,1.65822807660353,0,1,0
"414","Mergellus albellus","Other",2.07944154167984,"1","0","0","0","1","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Mergellus",6.41345895716736,8.20316714362485,2.07944154167984,0,0,1
"415","Mergus merganser","Other",2.56494935746154,"1","0","0","0","1","0","0","0","1","0","0","0","Aves","Anseriformes","Anatidae","Mergus",7.28790257910601,8.59745895113489,2.28238238567653,0,0,1
"416","Mergus serrator","Other",2.30258509299405,"0","0","0","0","1","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Mergus",6.92902741425768,8.96085284532237,2.2082744135228,0,0,1
"417","Merops apiaster","Other",2.63905732961526,"1","1","1","1","1","0","0","0","0","0","1","0","Aves","Coraciiformes","Meropidae","Merops",4.07414185490458,7.84649219968612,1.76644166124377,0,0,1
"418","Merops superciliosus","Other",3.40119738166216,"1","1","1","1","1","0","0","0","0","1","1","0","Aves","Coraciiformes","Meropidae","Merops",3.78589272828393,8.72814410819914,1.44691898293633,0,0,1
"419","Milvus migrans","Other",4.38202663467388,"1","1","1","1","1","0","0","1","0","1","1","0","Aves","Accipitriformes","Accipitridae","Milvus",6.59864525911674,9.07863588097876,0.916290731874155,0,0,1
"420","Milvus milvus","Other",2.30258509299405,"1","0","1","1","0","0","0","0","0","0","1","0","Aves","Accipitriformes","Accipitridae","Milvus",6.98471632011827,9.5381682103572,0.693147180559945,0,0,1
"421","Monticola saxatilis","Other",1.94591014905531,"0","1","1","1","0","1","0","0","0","0","0","0","Aves","Passeriformes","Muscicapidae","Monticola",3.91202300542815,8.19836118040601,1.44691898293633,0,0,1
"422","Monticola solitarius","Other",2.30258509299405,"0","0","1","1","0","1","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Monticola",3.98248146907671,8.06790837745535,1.4747630091075,0,0,1
"423","Montifringilla nivalis","Other",0.693147180559945,"0","0","0","0","0","1","0","0","0","0","0","0","Aves","Passeriformes","Passeridae","Montifringilla",3.58351893845611,8.11579128017778,1.50407739677627,1,0,0
"424","Morus bassanus","Other",2.94443897916644,"0","0","0","0","0","0","0","0","1","1","0","0","Aves","Suliformes","Sulidae","Morus",8.00607419128628,9.52270725210983,0,0,0,1
"425","Motacilla alba","Other",3.58351893845611,"0","0","0","1","1","0","0","1","0","1","1","0","Aves","Passeriformes","Motacillidae","Motacilla",3.17513290192028,8.51554182866701,1.65822807660353,0,0,1
"426","Motacilla cinerea","Other",2.07944154167984,"0","0","0","1","1","0","0","0","0","0","1","0","Aves","Passeriformes","Motacillidae","Motacilla",2.84490938381941,7.98002359231065,1.60542989103656,0,0,1
"427","Motacilla citreola","Other",2.77258872223978,"0","0","1","1","1","0","0","0","0","1","1","0","Aves","Passeriformes","Motacillidae","Motacilla",2.95621151539171,8.35486249376433,1.50407739677627,0,0,1
"428","Motacilla flava","Other",3.87120101090789,"0","0","1","1","1","0","0","0","0","0","1","0","Aves","Passeriformes","Motacillidae","Motacilla",2.86647743769673,8.07919011876612,1.64865862558738,0,0,1
"429","Muscicapa striata","Other",2.484906649788,"1","1","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Muscicapa",2.82286587553079,8.36868158210243,1.25276296849537,0,0,1
"430","Neophron percnopterus","Other",2.484906649788,"0","1","1","1","1","1","0","0","0","0","1","0","Aves","Accipitriformes","Accipitridae","Neophron",7.62037807259062,9.51149996327503,0.693147180559945,0,0,1
"431","Netta rufina","Other",1.79175946922805,"0","0","0","0","1","0","0","0","0","0","0","0","Aves","Anseriformes","Anatidae","Netta",6.99987856785794,8.06963590744894,2.19722457733622,1,0,0
"432","Nucifraga caryocatactes","Other",2.07944154167984,"1","0","0","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Corvidae","Nucifraga",5.20680496604193,8.68559329286915,1.25276296849537,1,0,0
"433","Numenius arquata","Other",2.77258872223978,"1","0","1","1","1","0","0","0","0","1","1","0","Aves","Charadriiformes","Scolopacidae","Numenius",6.68834226056909,9.36109557942037,1.38629436111989,0,0,1
"434","Numenius phaeopus","Other",3.04452243772342,"1","0","1","1","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Scolopacidae","Numenius",5.92970642374633,8.67940132262123,1.38629436111989,0,0,1
"435","Nycticorax nycticorax","Other",2.07944154167984,"1","0","0","0","1","0","0","0","0","1","0","0","Aves","Pelecaniformes","Ardeidae","Nycticorax",6.68461172766793,8.94985509111283,1.38629436111989,0,0,1
"436","Oceanodroma castro","Other",3.68887945411394,"0","0","0","0","0","1","0","0","1","1","0","0","Aves","Procellariiformes","Hydrobatidae","Oceanodroma",3.77620328228561,9.48410098908692,0,0,0,1
"437","Oceanodroma leucorhoa","Other",1.79175946922805,"0","0","0","0","0","0","0","0","1","1","0","0","Aves","Procellariiformes","Hydrobatidae","Oceanodroma",3.61252526880356,9.48410098908692,0,0,0,1
"438","Oenanthe chrysopygia","Other",2.19722457733622,"0","0","1","1","1","1","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Oenanthe",3.12236492448736,8.10286935928264,1.5993875765806,0,0,1
"439","Oenanthe cypriaca","Other",2.30258509299405,"1","0","1","1","0","1","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Oenanthe",2.86220088092947,8.1402540602823,1.62727783056243,0,0,1
"440","Oenanthe deserti","Other",2.77258872223978,"0","0","1","1","0","1","0","1","0","0","1","0","Aves","Passeriformes","Muscicapidae","Oenanthe",2.9882040071332,8.19945697876767,1.50407739677627,0,0,1
"441","Oenanthe finschii","Other",2.30258509299405,"0","0","1","1","0","1","0","1","0","0","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",3.3098128198603,8.1173568273433,1.6094379124341,0,0,1
"442","Oenanthe hispanica","Other",2.07944154167984,"0","0","1","0","0","1","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Oenanthe",2.71469474382088,8.22356131144136,1.6094379124341,0,0,1
"443","Oenanthe isabellina","Other",2.70805020110221,"0","0","1","1","0","1","0","1","0","1","1","0","Aves","Passeriformes","Muscicapidae","Oenanthe",3.38099467434464,8.11139055117632,1.70474809223843,0,0,1
"444","Oenanthe leucura","Other",1.38629436111989,"1","0","1","0","0","1","0","0","0","1","0","0","Aves","Passeriformes","Muscicapidae","Oenanthe",3.69511000386457,8.16726304731723,1.38629436111989,0,0,1
"445","Oenanthe oenanthe","Other",3.78418963391826,"0","1","1","1","1","1","0","1","0","1","1","0","Aves","Passeriformes","Muscicapidae","Oenanthe",3.16863460843145,8.21146581067834,1.70474809223843,0,0,1
"446","Oenanthe pleschanka","Other",2.39789527279837,"1","1","1","1","0","1","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Oenanthe",2.96320908184843,8.13375994215284,1.62727783056243,0,0,1
"447","Onychoprion fuscatus","Other",3.13549421592915,"0","0","0","0","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Laridae","Onychoprion",5.22305488204749,9.47852994403746,0,0,0,1
"448","Oriolus oriolus","Other",2.77258872223978,"1","1","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Oriolidae","Oriolus",4.35478389828001,8.59745895113489,1.25276296849537,0,0,1
"449","Otis tarda","Other",1.79175946922805,"0","0","0","1","0","0","0","0","0","0","1","0","Aves","Otidiformes","Otididae","Otis",8.89941833133508,9.2434443389991,0.916290731874155,0,0,1
"450","Otus brucei","Nocturnal",2.56494935746154,"0","0","1","0","0","1","0","1","0","0","1","0","Aves","Strigiformes","Strigidae","Otus",4.65396035015752,8.33584678270993,1.54756250871601,0,0,1
"451","Otus scops","Nocturnal",3.40119738166216,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Strigiformes","Strigidae","Otus",4.55124184396254,7.82239464810706,1.32175583998232,0,0,1
"452","Oxyura leucocephala","Other",2.19722457733622,"0","0","0","0","1","0","0","0","0","1","1","0","Aves","Anseriformes","Anatidae","Oxyura",6.49978704065585,9.03978357589222,1.94591014905531,1,0,0
"453","Pagophila eburnea","Other",2.07944154167984,"0","0","0","0","0","1","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Pagophila",6.30991827822652,9.07515767383973,0.559615787935423,0,0,1
"454","Pandion haliaetus","Other",4.0943445622221,"1","0","0","0","1","0","0","0","1","1","1","0","Aves","Accipitriformes","Pandionidae","Pandion",7.30350669490266,9.36631795343053,1.09861228866811,0,0,1
"455","Panurus biarmicus","Other",2.07944154167984,"0","0","0","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Panuridae","Panurus",2.62715752119348,7.83451620655631,1.79175946922805,0,0,1
"456","Parus major","Other",3.3322045101752,"1","0","1","1","0","0","0","1","0","0","1","0","Aves","Passeriformes","Paridae","Parus",2.89037175789616,8.63605280291239,2.15176220325946,0,0,1
"457","Passer domesticus","Other",3.58351893845611,"1","0","1","1","1","1","0","0","0","0","1","0","Aves","Passeriformes","Passeridae","Passer",3.32143241319329,9.03607626655996,1.47017584510059,1,0,0
"458","Passer hispaniolensis","Other",2.30258509299405,"1","0","1","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Passeridae","Passer",3.3205294785947,8.32095005759897,1.58923520511658,1,0,0
"459","Passer italiae","Other",2.89037175789616,"1","0","1","1","1","1","0","0","0","0","1","0","Aves","Passeriformes","Passeridae","Passer",3.30688670219091,9.03607626655996,1.54756250871601,1,0,0
"460","Passer moabiticus","Other",1.79175946922805,"0","0","1","0","1","0","0","0","0","0","0","0","Aves","Passeriformes","Passeridae","Passer",2.86220088092947,7.88158333068008,1.50407739677627,1,0,0
"461","Passer montanus","Other",1.79175946922805,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Passeridae","Passer",3.09331260189286,8.47319428083791,1.6094379124341,1,0,0
"462","Pastor roseus","Other",1.79175946922805,"0","1","0","1","0","1","0","0","0","0","1","0","Aves","Passeriformes","Sturnidae","Pastor",4.29196515630522,8.29847732342918,1.6094379124341,0,0,1
"463","Pelagodroma marina","Other",3.78418963391826,"0","0","0","0","0","0","0","0","1","1","0","0","Aves","Procellariiformes","Hydrobatidae","Pelagodroma",3.98154906807676,8.29847732342918,0,0,0,1
"464","Pelecanus crispus","Other",2.19722457733622,"0","0","0","0","1","0","0","0","1","1","0","0","Aves","Pelecaniformes","Pelecanidae","Pelecanus",9.1603189000584,9.46446540236755,1.01160091167848,0,0,1
"465","Pelecanus onocrotalus","Other",2.30258509299405,"0","0","0","0","1","0","0","0","1","1","0","0","Aves","Pelecaniformes","Pelecanidae","Pelecanus",9.15071297151921,9.83240768335513,0.693147180559945,0,0,1
"466","Perdix perdix","Other",1.09861228866811,"0","0","1","1","0","0","0","0","0","0","1","0","Aves","Galliformes","Phasianidae","Perdix",6.0048742340179,7.83451620655631,2.77258872223978,1,0,0
"467","Periparus ater","Other",2.80291531943641,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Paridae","Periparus",2.26695791535089,8.1518738492373,1.7404661748405,0,0,1
"468","Perisoreus infaustus","Other",0.693147180559945,"1","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Corvidae","Perisoreus",4.43675153436313,8.78538276347752,1.37371557891303,1,0,0
"469","Pernis apivorus","Other",1.38629436111989,"1","1","0","0","0","0","0","0","0","0","0","0","Aves","Accipitriformes","Accipitridae","Pernis",6.63068338564237,9.26787788061728,0.693147180559945,0,0,1
"470","Petronia petronia","Other",1.09861228866811,"0","0","0","1","0","1","0","0","0","0","1","0","Aves","Passeriformes","Passeridae","Petronia",3.44998754583159,7.84649219968612,1.70474809223843,1,0,0
"471","Phaethon aethereus","Other",2.94443897916644,"0","0","0","0","0","0","0","0","1","1","0","0","Aves","Phaethontiformes","Phaethontidae","Phaethon",6.62005987310813,8.76848095267492,0,0,0,1
"472","Phalacrocorax aristotelis","Other",2.99573227355399,"0","0","0","0","0","0","0","0","1","1","0","0","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",7.48042830607421,9.32158205958914,1.12167756159911,0,0,1
"473","Phalacrocorax carbo","Other",3.2188758248682,"1","0","0","0","1","0","0","0","1","1","0","0","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",7.74171341672615,9.20257278220952,1.32175583998232,0,0,1
"474","Phalacrocorax pygmaeus","Other",2.98950878107012,"1","0","0","0","1","0","0","0","1","1","1","0","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax",6.52641587274831,8.99400198145403,1.49323416475998,0,0,1
"475","Phalaropus fulicarius","Other",2.56494935746154,"0","0","0","0","1","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Phalaropus",4.02356438016105,7.70613461696234,1.38629436111989,0,0,1
"476","Phalaropus lobatus","Other",2.77258872223978,"0","0","0","0","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Scolopacidae","Phalaropus",3.60223164738826,8.19483243781567,1.37498060121962,0,0,1
"477","Phasianus colchicus","Other",1.79175946922805,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Galliformes","Phasianidae","Phasianus",7.02136071170533,9.19641891663514,2.39789527279837,1,0,0
"478","Philomachus pugnax","Other",2.484906649788,"0","0","0","1","1","0","0","0","1","1","1","0","Aves","Charadriiformes","Scolopacidae","Philomachus",4.91265488573605,8.53366921349908,1.38629436111989,0,0,1
"479","Phoenicopterus roseus","Other",1.38629436111989,"0","0","0","0","1","0","0","0","1","0","0","0","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus",8.0179667034936,10.3194226584274,0,0,0,1
"480","Phoenicurus ochruros","Other",2.39789527279837,"0","0","1","1","0","1","0","0","0","1","1","0","Aves","Passeriformes","Muscicapidae","Phoenicurus",2.78809290877575,8.22296977092103,1.58923520511658,0,0,1
"481","Phoenicurus phoenicurus","Other",3.09104245335832,"1","0","1","1","0","0","0","0","0","0","1","0","Aves","Passeriformes","Muscicapidae","Phoenicurus",2.68102152871429,8.22785962266152,1.8213182714696,0,0,1
"482","Phylloscopus bonelli","Other",2.63905732961526,"1","1","1","1","1","0","0","0","0","0","0","0","Aves","Passeriformes","Phylloscopidae","Phylloscopus",2.16332302566054,8.13326023161297,1.42671627561881,0,0,1
"483","Phylloscopus borealis","Other",2.99573227355399,"1","0","1","0","1","0","0","0","0","0","1","0","Aves","Passeriformes","Phylloscopidae","Phylloscopus",2.38784493694487,7.03198416212191,1.78339121955754,0,0,1
"484","Phylloscopus collybita","Other",3.66356164612965,"1","1","1","0","1","0","0","0","0","0","1","0","Aves","Passeriformes","Phylloscopidae","Phylloscopus",2.14153567147563,7.98002359231065,1.70474809223843,0,0,1
"485","Phylloscopus inornatus","Other",2.484906649788,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Phylloscopidae","Phylloscopus",1.88555334851442,8.09719902233033,1.62727783056243,0,0,1
"486","Phylloscopus sibillatrix","Other",1.79175946922805,"1","1","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Phylloscopidae","Phylloscopus",2.2975725511705,8.22785962266152,1.77495235091167,0,0,1
"487","Phylloscopus sindianus","Other",2.19722457733622,"1","0","1","0","1","0","0","0","0","0","1","0","Aves","Passeriformes","Phylloscopidae","Phylloscopus",1.98787434815435,8.07391101237314,1.16315080980568,0,0,1
"488","Phylloscopus trochiloides","Other",3.09104245335832,"1","0","1","0","1","0","0","0","0","0","1","0","Aves","Passeriformes","Phylloscopidae","Phylloscopus",2.08567209143047,7.98026369661875,1.54756250871601,0,0,1
"489","Phylloscopus trochilus","Other",2.484906649788,"1","1","1","1","1","0","0","0","0","0","1","0","Aves","Passeriformes","Phylloscopidae","Phylloscopus",2.18041745901984,8.36868158210243,1.82937633279936,0,0,1
"490","Pica pica","Other",3.87120101090789,"1","0","1","1","0","1","0","0","0","0","1","0","Aves","Passeriformes","Corvidae","Pica",5.3630511811146,8.97789431117722,1.79175946922805,0,0,1
"491","Picoides tridactylus","Other",2.484906649788,"1","0","0","0","0","0","0","0","0","0","0","0","Aves","Piciformes","Picidae","Picoides",4.18433760074881,8.32095005759897,1.35196168203939,0,0,1
"492","Picus canus","Other",2.07944154167984,"1","0","0","0","0","0","0","0","0","0","1","0","Aves","Piciformes","Picidae","Picus",4.97154790538821,7.94180237949045,2.01490302054226,0,0,1
"493","Picus viridis","Other",2.89037175789616,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Piciformes","Picidae","Picus",5.21855257858457,8.62187747848304,1.80828877117927,0,0,1
"494","Pinicola enucleator","Other",2.30258509299405,"1","0","1","0","0","0","0","0","0","0","1","0","Aves","Passeriformes","Fringillidae","Pinicola",4.03246915850401,8.18296443630734,1.33500106673234,0,0,1
"495","Platalea leucorodia","Other",2.39789527279837,"1","0","0","0","1","0","0","0","1","1","1","0","Aves","Pelecaniformes","Threskiornithidae","Platalea",7.44219976834676,9.30510676759305,1.25276296849537,0,0,1
"496","Plectrophenax nivalis","Other",1.6094379124341,"0","0","0","1","0","1","0","0","0","1","0","0","Aves","Passeriformes","Calcariidae","Plectrophenax",3.74242022104197,8.1623451491046,1.65441127807683,1,0,0
"497","Plegadis falcinellus","Other",2.19722457733622,"0","0","0","0","1","0","0","0","0","1","0","0","Aves","Pelecaniformes","Threskiornithidae","Plegadis",6.44600549286274,9.18898393814762,1.25276296849537,0,0,1
"498","Pluvialis apricaria","Other",1.94591014905531,"0","0","1","1","1","0","0","0","1","0","1","0","Aves","Charadriiformes","Charadriidae","Pluvialis",5.36597601502185,8.45002722155638,1.38629436111989,0,0,1
